OBJID,mass,star_forming,has_agn,classification
,31860970464.87568,0,0,spiral
,26285061652.014786,1,0,spiral
,63054632667.86989,0,0,spiral
,173745673947.08536,0,0,spiral
,58475911479.91523,1,0,spiral
,83425534918.38739,0,1,spiral
,7811636032.362959,0,0,spiral
,10500186188.141771,1,0,spiral
,6903081486.666019,1,0,spiral
,10771793023.688375,1,0,spiral
,9627576983.716549,0,0,spiral
,13908490557.338356,0,0,spiral
,18291528581.649506,0,0,elliptical
,42994410630.93265,0,0,spiral
,49395114900.119675,1,0,spiral
,49077677223.20144,0,0,spiral
,2276858283.266587,1,0,spiral
,516787499468.9944,0,0,spiral
,10829838992.353477,0,0,elliptical
,26369931399.970837,0,0,spiral
,8006265723.495449,1,0,spiral
,15418211541.545673,0,0,spiral
,5370070657.115252,0,0,spiral
,4219140617.562675,1,0,spiral
,39093990221.65043,0,0,spiral
,17141783275.804052,0,0,elliptical
,5907721313.028521,1,0,spiral
,21658880243.622936,1,0,spiral
,77964518305.90852,0,0,spiral
,21364808281.457993,1,0,spiral
,14428626785.912987,0,1,spiral
,3918474275.486822,1,0,spiral
,7696920485.128456,0,0,spiral
,19868679305.325294,1,0,spiral
,15246354024.940521,0,0,spiral
,30787044540.566242,1,0,spiral
,18391535932.860992,0,0,spiral
,15840577112.722204,1,0,spiral
,5800921653.74145,1,0,spiral
,6725878225.679535,1,0,spiral
,26011895463.59192,1,0,spiral
,52453805313.76699,0,0,spiral
,7641717876.642776,1,0,irregular
,42528983243.933754,0,0,spiral
,13933428713.707642,0,0,spiral
,24556134304.776844,0,0,spiral
,347497752449.7434,0,0,spiral
,22260606873.982635,0,0,spiral
,35033134786.94803,0,0,elliptical
,30787044540.566242,0,0,spiral
,498196876096.09064,0,0,elliptical
,353146576144.25574,0,0,spiral
,395352964824.66254,0,0,spiral
,22332482379.53605,1,0,spiral
,20264831640.98525,0,0,spiral
,36842916346.41437,0,0,elliptical
,47751058164.31546,0,0,spiral
,16063974275.65836,0,1,spiral
,3483461379.8714576,1,0,spiral
,9571852552.522436,1,0,spiral
,6276174355.25673,1,0,spiral
,26552107640.168976,0,0,spiral
,104869935284.4493,0,0,spiral
,64784334229.04078,0,0,spiral
,214410475519.45416,0,0,spiral
,30787044540.566242,0,0,spiral
,17179914574.010834,1,0,spiral
,33136985672.543198,0,0,spiral
,10771793023.688375,0,0,spiral
,18240636970.58174,1,0,spiral
,28254719488.465378,0,0,spiral
,55144728137.55137,1,0,spiral
,9631701173.44464,0,0,spiral
,68241097054.29753,0,0,spiral
,30855742389.06632,1,0,spiral
,20701794825.55147,1,0,spiral
,11556464778.462574,0,0,spiral
,95565910086.53557,0,1,spiral
,5298427547.2359295,1,0,spiral
,8424691371.975815,1,0,spiral
,64547585282.301384,0,0,spiral
,52966710268.97452,0,0,spiral
,16339659421.535885,0,0,elliptical
,5862839430.033204,0,0,spiral
,14255025548.226183,1,0,spiral
,25760008381.87831,1,0,spiral
,590642916641.1583,0,0,elliptical
,27601202286.453182,0,1,spiral
,14782265559.555695,1,0,spiral
,25854491464.796673,0,0,spiral
,116183378182.64117,0,0,spiral
,16762276491.201553,0,0,spiral
,34262890633.806293,1,0,spiral
,41379381980.82075,0,0,spiral
,23938944617.44044,0,0,spiral
,5118609519.101751,1,0,elliptical
,27180785293.861126,0,1,spiral
,17042605848.411116,0,0,spiral
,8302387509.912598,1,0,spiral
,30504084829.033005,1,0,spiral
,52966710268.97452,1,0,irregular
,57426453992.51958,0,1,spiral
,8195132883.161946,1,0,spiral
,19668851435.90297,0,0,spiral
,3188247295.799129,1,0,irregular
,48252520065.47379,0,0,spiral
,17997989743.961437,0,1,spiral
,14676246584.851177,0,0,spiral
,89957836077.6176,0,0,spiral
,21364808281.457993,0,0,spiral
,19318971419.8487,0,0,spiral
,4536333757.864226,0,0,spiral
,41981601318.06711,0,0,spiral
,29017099571.345707,0,0,spiral
,22171700325.46686,1,0,spiral
,6853572321.878693,0,0,elliptical
,3708941641.864036,0,0,elliptical
,43114464862.56749,1,0,spiral
,15201274449.630045,0,0,spiral
,23395428287.712738,1,0,spiral
,12211387140.466795,1,0,spiral
,14349309401.454613,1,0,spiral
,18611312441.57575,0,0,spiral
,2104020660.153254,1,0,irregular
,12700037402.92345,1,0,spiral
,60786340712.18305,0,0,spiral
,53309302470.01386,0,1,spiral
,75701589771.73997,0,1,spiral
,23641171853.681995,1,0,spiral
,27500335994.504326,0,0,spiral
,270061079931.20987,0,0,spiral
,8838284964.498688,0,0,spiral
,416794519769.56683,0,0,spiral
,5016409712.109049,1,0,spiral
,66289386546.570435,0,0,spiral
,32356385422.48889,0,0,spiral
,201433639671.5972,0,0,spiral
,6041489151.871277,1,0,spiral
,32262275835.441505,1,0,spiral
,35287183835.45778,0,0,elliptical
,8379266437.428373,1,0,spiral
,19590341197.41259,0,0,spiral
,21441047551.945415,1,0,spiral
,50926402711.65847,1,0,spiral
,27801293331.060078,0,0,spiral
,27601202286.453182,0,0,spiral
,32801824449.36719,0,0,irregular
,13288684789.957575,0,0,spiral
,9042281017.843317,1,0,spiral
,34637935565.83988,0,1,spiral
,16859822575.082935,1,0,spiral
,55120608082.58769,0,0,spiral
,4614174343.261735,1,0,spiral
,40864670362.07743,1,0,spiral
,717199536134.2224,0,1,spiral
,19662195049.488827,0,0,spiral
,9610323344.812157,1,0,spiral
,11660844393.28819,1,0,spiral
,61596211283.37063,0,1,spiral
,16738286609.272427,1,0,spiral
,17296610272.64544,1,0,spiral
,23889441681.3907,1,0,spiral
,77369537368.58235,0,0,spiral
,21355463410.834152,1,0,spiral
,10571095590.29101,0,0,spiral
,16035222852.686321,0,0,spiral
,58475911479.91523,0,0,spiral
,12791780542.859295,1,0,spiral
,23216887662.384354,0,0,spiral
,16047892260.623066,1,0,spiral
,10628084532.59601,0,0,spiral
,6789534508.396688,1,0,spiral
,29331886782.28669,0,0,spiral
,15884918830.843328,0,0,spiral
,11983895132.769018,0,0,spiral
,5358151635.93876,1,0,spiral
,255857410420.9327,0,0,spiral
,188539781743.56918,0,0,spiral
,100753235132.3609,0,0,spiral
,185249054481.15366,0,0,spiral
,5354907829.408066,0,0,elliptical
,4252976666.397194,1,0,spiral
,9610323344.812157,1,0,spiral
,21510276847.495037,0,0,spiral
,395045391689.2113,0,0,spiral
,10628084532.59601,1,0,spiral
,48118269476.56046,0,0,spiral
,20552752858.858997,0,0,elliptical
,4268398906.7588305,1,0,spiral
,31327158182.4824,0,0,spiral
,28551438888.957638,1,0,spiral
,19137182566.111183,1,0,spiral
,18226446284.271454,0,0,spiral
,22613771523.784107,1,0,spiral
,60322314975.47171,1,0,spiral
,6648260069.088304,1,0,spiral
,13681319969.431036,1,0,spiral
,3026885549.3267384,0,0,elliptical
,4507834883.628516,0,0,spiral
,28643626362.37373,0,0,spiral
,171584478858.95178,0,0,elliptical
,15507971706.933521,0,0,spiral
,9448198305.884668,0,0,spiral
,31088087098.04326,0,1,spiral
,11095247642.63069,0,0,elliptical
,78468797990.1433,0,0,spiral
,54061488604.759834,0,0,spiral
,13516710120.197062,0,0,spiral
,13900070405.09791,1,0,spiral
,12700037402.92345,1,0,spiral
,91791401319.78503,0,1,spiral
,3258592097.8134027,1,0,elliptical
,36740410130.986046,0,0,spiral
,12053661746.504305,0,0,elliptical
,59860590960.23046,1,0,spiral
,54336917810.14745,1,0,spiral
,27789133170.953247,0,0,spiral
,13747160400.41969,1,0,spiral
,5800921653.74145,1,0,spiral
,2943913194.10013,1,0,irregular
,105126692296.86021,1,0,spiral
,27402488237.429165,0,0,irregular
,4732863726.578479,0,0,irregular
,36961875512.86724,0,0,spiral
,9107601081.59118,0,0,spiral
,8727844499.522902,0,0,spiral
,80291764108.02141,0,0,spiral
,23802139709.030132,0,0,spiral
,88097381467.53363,0,1,spiral
,23395428287.712738,1,0,spiral
,1129577413.9009514,0,0,spiral
,95874475263.57838,0,0,irregular
,43737705901.59027,0,1,spiral
,9222485901.726507,1,0,spiral
,25227313255.235188,0,0,spiral
,84749081486.13115,0,0,spiral
,29321892688.832363,0,0,spiral
,416975943459.74567,0,0,spiral
,63082224547.90449,0,0,spiral
,286436263623.7373,0,1,spiral
,32663746769.788902,0,0,spiral
,24575196552.12041,0,0,spiral
,29321892688.832363,0,0,spiral
,14204011001.307951,0,0,spiral
,57637083909.01058,0,0,spiral
,18584719044.031765,1,0,spiral
,13656833039.204002,0,0,spiral
,40180098771.06684,1,0,spiral
,40602053581.97685,0,0,spiral
,33972382091.274277,0,0,spiral
,9753556408.44205,1,0,spiral
,49554602863.561905,1,0,spiral
,142754234654.88504,0,0,spiral
,10364563102.5616,1,0,spiral
,3466035447.7009683,1,0,elliptical
,15764710505.085999,0,0,spiral
,25401537247.382133,0,0,spiral
,4884408743.565847,1,0,irregular
,13808738330.412403,0,0,elliptical
,1966939491.386071,1,0,elliptical
,145249952821.62994,0,0,spiral
,8473737377.65893,1,0,spiral
,9339163959.587524,0,0,spiral
,34695967313.56297,0,0,spiral
,7747828518.851416,0,0,spiral
,8873827865.121668,1,0,spiral
,19478432289.24144,0,0,spiral
,39360173125.01611,0,0,elliptical
,3374403400.120728,1,0,elliptical
,7284118459.748865,0,0,spiral
,9854690744.636192,1,0,irregular
,252273132552.3519,0,0,spiral
,27789133170.953247,0,0,irregular
,9631701173.44464,0,0,elliptical
,18685942150.99089,1,0,spiral
,29919546051.93036,0,0,elliptical
,3839237686.134608,1,0,elliptical
,46115826862.75752,0,0,spiral
,24654545452.456318,1,0,spiral
,24803159153.39948,0,0,spiral
,11860937023.648388,0,0,spiral
,4427341272.842078,1,0,spiral
,10364563102.5616,1,0,spiral
,22250870185.101227,1,0,spiral
,48724343920.66981,0,0,elliptical
,12878165440.656946,0,0,spiral
,6660180510.670622,0,0,spiral
,19804733374.663357,1,0,spiral
,23812555213.103844,0,0,spiral
,37126242751.70458,0,0,spiral
,181677857637.40775,0,0,spiral
,26658579232.850246,0,0,spiral
,14506845975.176672,0,0,spiral
,182264462842.71454,0,0,spiral
,19486910925.349144,1,0,spiral
,715110245018.1433,0,0,spiral
,101338389949.95587,0,0,spiral
,73744731717.01828,0,0,spiral
,31302858639.787838,0,0,spiral
,10829838992.353477,0,0,spiral
,40453676763.17673,0,1,spiral
,12947562019.851135,0,0,spiral
,26561157678.24057,0,0,spiral
,5777700161.183631,1,0,spiral
,32696254111.269173,0,0,spiral
,51718985817.23677,0,1,spiral
,11556464778.462574,1,0,spiral
,3757482789.043652,1,0,spiral
,33593170949.69714,1,0,spiral
,9610323344.812157,0,0,spiral
,9894298308.44226,1,0,spiral
,31428307955.472294,0,0,spiral
,31023800571.961193,1,0,spiral
,9493667123.945765,1,0,spiral
,14319471848.857683,0,0,spiral
,12575984690.414595,1,0,spiral
,47550052414.80558,0,0,spiral
,5767359189.622696,1,0,spiral
,481182694765.6046,0,1,spiral
,16339659421.535885,0,0,spiral
,233099316461.01038,0,0,spiral
,21658880243.622936,1,0,spiral
,42528983243.933754,0,0,spiral
,7906221912.645921,1,0,spiral
,7902836554.378158,1,0,spiral
,10628084532.59601,0,0,spiral
,42684971914.07303,1,0,spiral
,21260378890.111683,1,0,spiral
,29534457637.165646,1,0,spiral
,21182684608.470703,0,0,spiral
,17507252683.699707,1,0,spiral
,99662321669.84941,0,0,spiral
,20149069737.689964,1,0,irregular
,51534966728.836174,0,0,spiral
,42271630524.80335,0,0,spiral
,14676246584.851177,1,0,spiral
,43922595926.103775,0,0,spiral
,31631588339.37249,1,0,spiral
,4219140617.562675,0,0,spiral
,36384633109.59181,0,0,spiral
,294394030866.75323,0,0,irregular
,35314657614.425575,0,0,spiral
,43485052626.193504,0,0,spiral
,36368718635.44227,1,0,irregular
,66799159807.257805,0,1,spiral
,19740993249.4295,0,0,spiral
,14096100907.712475,1,0,spiral
,20775668165.039856,0,0,spiral
,91235950309.18967,0,0,irregular
,155144362787.82922,1,0,spiral
,31001592258.07556,1,0,spiral
,9837052744.413067,1,0,spiral
,30787044540.566242,0,0,spiral
,4194729883.537747,1,0,spiral
,3774470192.1613216,0,0,spiral
,27093305870.340893,0,0,spiral
,13288684789.957575,1,0,spiral
,283335505181.7968,0,1,spiral
,7284118459.748865,1,0,spiral
,11639946923.569494,1,0,spiral
,40292201761.91192,0,0,spiral
,4299233171.712621,0,0,spiral
,3307158427.2222805,1,0,elliptical
,55570205139.15015,0,0,spiral
,302844715620.00635,0,1,spiral
,46646493218.61677,0,0,spiral
,18793297987.087704,0,0,spiral
,271807852938.61127,0,1,spiral
,17933951874.436485,0,0,spiral
,60955935382.300446,0,0,spiral
,75979074654.62607,0,0,spiral
,151068181022.32352,0,0,spiral
,20971669263.654972,0,1,spiral
,30136512996.2978,1,0,spiral
,6989176371.328912,1,0,elliptical
,14402802320.278969,0,0,spiral
,11055235540.518316,1,0,spiral
,970863111201.716,0,0,spiral
,6943253152.256418,1,0,elliptical
,20084221390.371605,0,0,spiral
,56166323884.03685,0,0,spiral
,19111069857.904373,0,0,spiral
,28163783684.15162,0,0,spiral
,417724550150.918,0,0,spiral
,16339659421.535885,0,0,spiral
,313028586397.87836,0,0,spiral
,59047701926.36456,0,0,spiral
,4816482647.743662,1,0,spiral
,7666109177.472122,1,0,spiral
,18625802775.706898,0,0,spiral
,10609062306.306532,0,0,spiral
,320919421014.1324,0,0,spiral
,432725013353.70233,0,0,spiral
,89637760988.59727,1,0,spiral
,9858912223.665783,1,0,spiral
,10685700559.949118,0,0,spiral
,31642369671.032326,1,0,spiral
,275123697807.55505,0,0,elliptical
,19275959271.4116,0,0,spiral
,29321892688.832363,0,0,spiral
,37864218707.90261,0,0,spiral
,10135075773.870485,1,0,spiral
,18159839256.32319,1,0,spiral
,12413521478.190172,0,0,spiral
,10458153213.04261,0,1,spiral
,15204950127.883062,1,0,spiral
,15764710505.085999,0,0,spiral
,17810946535.81827,0,0,spiral
,23735916198.4446,0,0,spiral
,60517084907.377174,0,0,spiral
,125370396679.67088,0,0,spiral
,17179242097.514273,0,0,spiral
,4904051248.3359165,1,0,spiral
,21046554098.265278,0,0,spiral
,7998232049.647642,0,0,spiral
,6184007391.419778,1,0,spiral
,26646918890.727608,1,0,spiral
,68491393138.67108,0,0,spiral
,29321892688.832363,0,0,spiral
,19740993249.4295,1,0,spiral
,3708941641.864036,1,0,spiral
,16047892260.623066,0,0,spiral
,19875451359.227173,1,0,spiral
,11813429666.920916,1,0,spiral
,11295774139.009512,0,0,spiral
,33836699930.68946,0,0,spiral
,107776977483.50015,0,1,spiral
,2859420325.9690514,1,0,irregular
,86721743386.36906,1,0,spiral
,536957607810.6067,0,0,elliptical
,34938640330.149216,0,0,spiral
,38016050860.96919,0,1,spiral
,108830844700.14743,0,0,elliptical
,6908519694.56032,1,0,spiral
,27690257857.12493,0,0,spiral
,240266930420.58954,0,0,spiral
,22412226353.580566,0,0,spiral
,7465604862.868513,1,0,spiral
,53695760781.06067,0,0,spiral
,7871200950.384958,1,0,spiral
,14402802320.278969,1,0,spiral
,45142852714.357765,0,0,spiral
,13103852622.967838,1,0,spiral
,12480816557.641434,1,0,spiral
,23889441681.3907,0,0,spiral
,30787044540.566242,1,0,spiral
,18860404376.848686,0,0,spiral
,63904582224.98726,0,1,spiral
,6966505751.536865,1,0,spiral
,7502862716.031159,1,0,spiral
,23077778463.489597,1,0,spiral
,7132569300.785675,1,0,spiral
,156201068370.0987,0,0,elliptical
,36766729506.89692,0,0,spiral
,290269897789.1065,0,0,spiral
,12463413388.220228,0,0,spiral
,9160622781.10334,1,0,spiral
,12463413388.220228,0,0,spiral
,9753556408.44205,0,0,spiral
,706215101249.1083,0,1,spiral
,28039030949.352844,1,0,spiral
,33713124159.857834,0,0,spiral
,51701363889.89684,0,1,spiral
,35428682307.63609,0,0,spiral
,3667710089.6789823,1,0,spiral
,51701363889.89684,0,1,irregular
,103808998214.21823,0,0,elliptical
,31010302305.522873,0,0,irregular
,36384633109.59181,0,0,spiral
,7857113015.23644,1,0,irregular
,18685942150.99089,1,0,spiral
,36750732527.10075,0,0,spiral
,35862701383.56733,1,0,spiral
,22090726561.35935,0,0,spiral
,16092814305.444796,1,0,spiral
,17172558321.367638,1,0,spiral
,13808738330.412403,1,0,spiral
,21450429873.06662,1,0,spiral
,14761653264.616972,0,0,spiral
,22068763470.742496,1,0,spiral
,4431788232.5674305,1,0,spiral
,10096201275.982035,0,0,spiral
,25668352809.273388,1,0,spiral
,67561455942.23499,0,0,spiral
,202648316409.85248,0,1,spiral
,20768637206.68577,0,0,spiral
,42822794029.76058,1,0,spiral
,32733541881.272823,1,0,spiral
,10304572994.516537,1,0,spiral
,392506632711.3503,0,0,spiral
,12363829288.943573,1,0,spiral
,39504539168.921135,0,0,spiral
,8287527833.790137,0,0,spiral
,11860937023.648388,1,0,spiral
,9797651778.625624,0,0,spiral
,15626186379.471302,1,0,spiral
,13606110697.473648,0,1,spiral
,17042605848.411116,0,0,spiral
,18929580951.801403,0,0,spiral
,14255025548.226183,1,0,spiral
,8957792538.24797,0,0,irregular
,23142165761.354584,1,0,spiral
,10023790933.779915,0,0,spiral
,19486910925.349144,0,1,spiral
,16974383112.698097,1,0,spiral
,22100342285.514526,1,0,spiral
,27006107993.120987,1,0,spiral
,13041093239.998709,0,0,spiral
,196774582672.53436,0,0,elliptical
,32933281019.443653,0,0,spiral
,10439435131.117462,0,0,elliptical
,8838284964.498688,0,0,spiral
,9554720778.240366,1,0,spiral
,3680874412.1949463,1,0,elliptical
,73030622078.6052,0,0,spiral
,57496313519.062515,1,0,spiral
,28276652845.109688,1,0,spiral
,31885703254.331444,1,0,spiral
,17241577554.64974,1,0,spiral
,6068802440.425308,1,0,spiral
,36842916346.41437,0,0,spiral
,185433416499.2454,0,0,irregular
,11707711174.834957,0,0,spiral
,35413185962.04869,0,0,spiral
,79037828526.18677,0,0,spiral
,9894298308.44226,0,0,spiral
,7241974645.535381,0,0,spiral
,17444639539.406292,1,0,spiral
,29810207566.029243,1,0,spiral
,41999971916.04252,0,0,spiral
,27314295278.75951,1,0,spiral
,12581371897.078228,1,0,spiral
,21355463410.834152,0,0,elliptical
,36006424722.03093,0,0,spiral
,53672398082.994606,1,0,spiral
,66584171464.26484,0,0,spiral
,18929580951.801403,1,0,spiral
,57451583055.402565,0,1,spiral
,30910497853.975822,0,0,spiral
,9908114118.317308,1,0,spiral
,13497862507.530582,1,0,spiral
,17868454886.506798,0,0,spiral
,59212445771.97303,1,0,spiral
,5767359189.622696,1,0,spiral
,233851952330.71768,0,0,spiral
,10566569162.086576,0,0,spiral
,3811702526.4196734,1,0,spiral
,11159840819.3904,1,0,spiral
,19486910925.349144,0,0,spiral
,13443829625.779242,1,0,spiral
,15626186379.471302,0,0,spiral
,1265531617916.1938,0,0,elliptical
,51534966728.836174,0,0,elliptical
,57637083909.01058,0,1,spiral
,12341671995.74433,1,0,spiral
,2494623447.191438,1,0,elliptical
,42286038415.53588,1,0,spiral
,19740993249.4295,0,0,spiral
,35731644132.1372,1,0,spiral
,106656665049.74664,0,0,spiral
,9627576983.716549,0,0,spiral
,35543075166.12245,0,0,spiral
,32276319065.038006,1,0,spiral
,32091942101.41324,1,0,elliptical
,30039520773.471123,0,0,spiral
,110784499502.43346,0,0,spiral
,26725448366.665375,0,0,spiral
,9255587694.354803,0,0,spiral
,35428682307.63609,1,0,spiral
,14602795388.392643,0,0,spiral
,25585741042.09327,0,0,spiral
,19213920968.006012,0,0,spiral
,13540945807.684942,1,0,spiral
,8523049289.287627,1,0,spiral
,37081218777.12455,0,0,spiral
,599456950418.044,0,0,spiral
,99341565578.65819,0,0,elliptical
,6983674672.586249,0,0,spiral
,40309833100.80498,0,1,spiral
,2241346493.320272,1,0,spiral
,32068895319.507675,1,0,spiral
,305891916168.93585,0,0,spiral
,7741729628.773983,0,0,spiral
,22616739716.156338,0,0,spiral
,7200058084.543255,1,0,spiral
,36885442679.714584,1,0,spiral
,20157840291.073288,1,0,spiral
,13685289848.11532,0,0,spiral
,26919190756.064667,1,0,spiral
,20289437177.015667,1,0,spiral
,7395848392.915969,1,0,elliptical
,179016474498.588,0,0,spiral
,17775793644.84668,0,0,elliptical
,14868289204.195263,1,0,spiral
,107729836320.44623,0,0,spiral
,39645600466.65712,1,0,spiral
,19614127767.896908,1,0,spiral
,45107732884.76771,1,0,spiral
,42718107076.243935,0,0,spiral
,49327601626.38658,0,0,elliptical
,20208403275.24705,0,0,spiral
,6549000144.330121,1,0,spiral
,25854491464.796673,1,0,spiral
,16509046850.382475,1,0,spiral
,30899965888.999653,1,0,spiral
,22763026291.258694,0,0,spiral
,12953108400.04388,0,0,spiral
,14868289204.195263,1,0,spiral
,39408054943.72495,1,0,spiral
,12140735566.94001,0,0,spiral
,47597374781.16321,0,0,spiral
,27801293331.060078,0,0,spiral
,61977206873.95018,0,0,spiral
,38682986839.664154,0,0,spiral
,12503194870.632942,0,1,spiral
,825583491219.0396,0,1,spiral
,79953779844.54253,0,0,spiral
,43205595961.01035,0,0,spiral
,35045075503.967026,1,0,spiral
,28163783684.15162,1,0,spiral
,5598697461.146888,1,0,spiral
,13366016718.10438,0,0,spiral
,6306378021.674396,1,0,spiral
,10609062306.306532,1,0,spiral
,11079802013.649113,1,0,spiral
,26285061652.014786,0,0,spiral
,26907478380.326466,1,0,spiral
,6943253152.256418,0,0,spiral
,179979897439.61435,0,0,spiral
,7476029389.61839,1,0,spiral
,9272183118.010584,1,0,spiral
,451274714369.0463,0,0,spiral
,673145582357.9327,0,0,spiral
,19022517836.945625,1,0,spiral
,25835924099.064114,1,0,spiral
,6489720605.194093,0,0,spiral
,37006754580.98861,1,0,spiral
,16658120526.07669,0,0,spiral
,29521607374.75601,0,0,spiral
,13180139290.554815,0,0,spiral
,40602053581.97685,0,0,spiral
,21039383020.928493,1,0,spiral
,14702561340.628536,0,0,spiral
,20692739954.01799,0,0,spiral
,3341442560.5890493,1,0,elliptical
,6786627303.534971,0,0,spiral
,25908006658.6231,1,0,spiral
,153761639124.44977,0,0,spiral
,85639278546.89447,0,1,spiral
,19275959271.4116,0,0,spiral
,44658383617.45487,0,0,spiral
,27781327872.376747,1,0,spiral
,40471378761.411934,0,0,spiral
,7703001811.61694,1,0,spiral
,10207984454.48322,1,0,spiral
,51534966728.836174,0,0,spiral
,9255587694.354803,1,0,spiral
,42718107076.243935,0,0,spiral
,178186993432.39835,0,0,spiral
,55997546620.89624,0,0,spiral
,46161721871.129906,0,0,spiral
,11660844393.28819,0,0,spiral
,13808738330.412403,0,0,spiral
,21355463410.834152,0,0,spiral
,61596211283.37063,0,0,spiral
,99341565578.65819,0,0,spiral
,19875451359.227173,1,0,spiral
,60247773239.598755,1,0,spiral
,24026693042.058952,0,0,spiral
,6813903834.165734,0,0,spiral
,236411718536.81995,0,0,spiral
,5016409712.109049,0,0,elliptical
,17366128090.37862,1,0,spiral
,17648304972.07233,0,0,spiral
,15710897672.376728,1,0,spiral
,32077979093.109238,0,0,spiral
,6017304650.898404,0,0,elliptical
,78748991373.21104,1,0,spiral
,10547657036.473707,0,0,spiral
,24346806267.986713,1,0,spiral
,17042605848.411116,1,0,spiral
,16274213156.42231,1,0,spiral
,26211930031.083633,0,0,spiral
,31847034620.33067,1,0,spiral
,79696454292.9278,0,0,spiral
,60322314975.47171,0,0,spiral
,13747160400.41969,0,0,elliptical
,15863280366.854137,0,0,spiral
,99662321669.84941,1,0,spiral
,91130551809.22601,0,0,spiral
,23802139709.030132,1,0,spiral
,3151454200.599743,1,0,irregular
,18109314037.92165,1,0,spiral
,27711816846.57207,0,0,spiral
,211826846084.70703,0,1,spiral
,23385195233.071766,1,0,spiral
,22543949348.590195,1,0,spiral
,7148418992.22274,1,0,spiral
,20941703191.157845,0,0,spiral
,15341647504.139242,1,0,spiral
,19535835964.541912,0,0,spiral
,4603943655.936735,1,0,spiral
,94613912082.3984,0,1,spiral
,7107043931.503699,0,0,spiral
,14096100907.712475,1,0,spiral
,21039383020.928493,0,0,spiral
,269943578002.2287,0,1,spiral
,32933281019.443653,0,0,spiral
,8584638268.783125,1,0,spiral
,161563405934.3696,0,0,elliptical
,10810455664.402016,0,0,spiral
,12924388375.16631,0,0,spiral
,78783450898.71906,0,0,spiral
,40309833100.80498,0,0,spiral
,15507971706.933521,0,0,elliptical
,20635167571.864937,0,0,spiral
,37246116728.28515,0,0,elliptical
,23641171853.681995,0,0,spiral
,44371386541.344765,0,0,spiral
,12924388375.16631,1,0,spiral
,20626141842.791218,1,0,spiral
,25308767723.40137,0,0,spiral
,277615045980.1781,0,1,spiral
,15828107820.411652,0,0,spiral
,87526185139.98337,0,0,spiral
,12463413388.220228,0,0,elliptical
,27302348129.400677,1,0,spiral
,14152787959.074451,1,0,spiral
,296298191017.4463,0,0,spiral
,20895078159.90695,1,0,spiral
,20084221390.371605,0,0,spiral
,42380394983.50431,1,0,spiral
,26886545142.868042,0,0,spiral
,90248293789.89746,0,1,spiral
,9499418038.881697,1,0,spiral
,30331437964.577232,1,0,spiral
,28367953083.69297,0,0,spiral
,49060955254.50108,0,0,spiral
,12872651150.224646,1,0,spiral
,25492240085.182297,1,0,spiral
,27801293331.060078,1,0,spiral
,7349909641.89219,1,0,spiral
,35287183835.45778,0,0,spiral
,27690257857.12493,0,0,spiral
,93656732063.01984,0,0,spiral
,23084262277.08608,1,0,spiral
,22322714252.63331,1,0,spiral
,9673886774.611364,0,0,spiral
,9272183118.010584,1,0,spiral
,35731644132.1372,0,0,spiral
,14286702458.30429,1,0,spiral
,62851695819.04734,0,0,spiral
,23460701832.66088,1,0,spiral
,15535777759.776173,0,0,spiral
,3689062388.7674594,1,0,elliptical
,9309470927.17778,1,0,spiral
,3861579675.396557,1,0,spiral
,133186130069.48207,0,0,spiral
,16859822575.082935,0,0,spiral
,52076285585.678925,1,0,spiral
,406020535819.76855,0,0,spiral
,59212445771.97303,0,0,spiral
,19796070873.755894,0,0,spiral
,19058468558.02106,0,1,spiral
,6380239772.136188,1,0,spiral
,26023218007.05099,1,0,spiral
,68735959586.05032,0,1,spiral
,11035423386.085142,1,0,spiral
,52284986473.520775,0,0,spiral
,20692739954.01799,1,0,spiral
,37516213611.50867,0,0,elliptical
,21251079696.43184,0,0,spiral
,238021397090.30133,0,0,spiral
,38251106268.87757,1,0,spiral
,20842749069.932858,1,0,spiral
,16442959988.42219,0,0,spiral
,18051030499.191734,0,0,spiral
,39038039574.9678,0,0,spiral
,8759191070.056742,1,0,spiral
,11423100560.033667,0,0,spiral
,26919190756.064667,0,0,spiral
,13736338991.562357,1,0,spiral
,16339659421.535885,0,0,spiral
,4457578499.593838,1,0,spiral
,8838284964.498688,1,0,spiral
,15041875855.093653,0,0,spiral
,119830397512.11061,0,1,spiral
,43272501335.37023,0,0,spiral
,18551413256.70151,0,0,spiral
,467971063758.1263,0,0,spiral
,48097222762.87233,0,0,spiral
,7934617576.988301,1,0,spiral
,6560742611.205937,0,0,spiral
,25401537247.382133,0,0,spiral
,9222485901.726507,1,0,spiral
,19590341197.41259,0,0,spiral
,5831415676.265096,1,0,spiral
,344153348932.53046,0,0,irregular
,33030336641.895542,0,0,spiral
,27302348129.400677,0,1,spiral
,25908006658.6231,0,0,spiral
,15764710505.085999,0,0,irregular
,449822318809.62964,0,0,spiral
,45981379868.78858,0,0,irregular
,16274213156.42231,0,0,spiral
,39518003922.390976,0,0,spiral
,15507971706.933521,0,0,irregular
,21958314448.78619,1,0,spiral
,5933610028.319692,1,0,spiral
,10323049266.3734,0,0,spiral
,11489602397.341307,1,0,spiral
,18929580951.801403,0,0,spiral
,4914948821.959087,0,0,spiral
,80972211347.28128,0,0,spiral
,9022232198.072683,1,0,spiral
,275123697807.55505,0,0,spiral
,47751058164.31546,1,0,spiral
,52076285585.678925,0,0,spiral
